airline,origin,destination,departure_hour,distance,day,delay
United Nigeria,KAN,YOLA,15,1164,31,1
Green Africa,ILR,LOK,16,871,30,0
Arik Air,ILR,JOS,6,1038,28,0
Arik Air,KAN,ABV,10,363,20,1
Ibom Air,JOS,BEN,16,581,15,0
Air Peace,YOLA,LOK,4,930,15,0
Green Africa,LOS,JOS,0,781,21,0
Arik Air,LOK,BEN,2,971,12,1
Green Africa,LOS,PHC,15,1141,17,0
United Nigeria,PHC,YOLA,23,1286,23,1
Azman Air,JOS,BEN,14,1194,6,1
Green Africa,ILR,JOS,3,445,13,0
Arik Air,PHC,ILR,11,1197,16,1
Max Air,LOS,ILR,0,249,27,0
Air Peace,LOS,YOLA,16,1457,23,1
Aero Contractors,LOK,KAN,23,868,1,1
Dana Air,BEN,KAN,14,419,13,0
Overland Airways,LOS,ILR,23,1106,7,1
Overland Airways,YOLA,KAN,19,563,13,0
Dana Air,YOLA,JOS,19,1191,7,1
Green Africa,KAN,ILR,9,1119,8,0
Air Peace,LOK,BEN,10,762,18,1
Green Africa,LOK,YOLA,17,241,17,1
Aero Contractors,ILR,PHC,1,622,16,1
Air Peace,LOS,BEN,5,334,28,1
Green Africa,BAK,ABV,23,1482,8,0
Ibom Air,PHC,BAK,6,1414,7,0
Arik Air,LOK,YOLA,22,1479,25,1
Max Air,KAN,ILR,18,947,18,1
Azman Air,KAN,LOK,11,272,31,0
Max Air,LOS,JOS,17,1297,4,0
Aero Contractors,LOS,ABV,9,834,24,0
Green Africa,BAK,ILR,6,600,22,0
United Nigeria,ABV,PHC,3,1302,2,1
Air Peace,ABV,BAK,16,1192,16,0
Green Africa,LOS,BEN,16,1471,26,0
Air Peace,JOS,LOK,3,1410,18,1
Azman Air,YOLA,KAN,20,669,23,1
Ibom Air,YOLA,LOK,4,778,25,0
Max Air,BAK,JOS,0,655,8,1
Azman Air,ILR,BAK,21,1402,18,0
Azman Air,BEN,KAN,22,1113,19,1
Max Air,KAN,BEN,10,328,24,1
Azman Air,YOLA,PHC,0,578,4,1
United Nigeria,JOS,BEN,7,1338,22,1
United Nigeria,LOS,JOS,3,588,28,0
Overland Airways,LOK,PHC,21,985,14,1
Overland Airways,JOS,BEN,14,663,2,0
United Nigeria,ILR,BAK,16,1425,30,0
Dana Air,JOS,LOS,17,1188,17,0
Ibom Air,LOK,ABV,2,746,6,0
Ibom Air,ABV,LOS,6,817,8,1
Aero Contractors,PHC,ILR,16,960,29,1
Azman Air,KAN,ILR,17,1375,16,1
Arik Air,KAN,BEN,19,852,31,0
Azman Air,YOLA,KAN,7,1201,21,0
Ibom Air,LOK,BEN,10,690,1,0
Max Air,BAK,BEN,6,1385,18,0
Aero Contractors,YOLA,LOK,14,346,3,1
United Nigeria,ILR,JOS,9,455,29,1
Ibom Air,YOLA,ABV,11,569,29,0
Max Air,PHC,KAN,11,850,28,1
Arik Air,LOS,JOS,18,275,18,0
Ibom Air,BAK,LOK,18,768,25,0
Air Peace,BAK,ILR,14,704,10,1
Max Air,BAK,YOLA,20,1215,19,0
Ibom Air,BAK,JOS,4,546,30,0
United Nigeria,PHC,BEN,12,1422,30,1
Air Peace,JOS,ILR,8,381,25,0
Dana Air,BAK,KAN,21,439,11,0
Max Air,LOS,JOS,22,265,19,0
Air Peace,ABV,PHC,9,370,24,0
United Nigeria,PHC,BEN,7,364,24,0
Ibom Air,PHC,JOS,8,1153,27,1
Azman Air,JOS,BAK,5,262,30,1
Arik Air,BEN,LOK,23,554,3,1
Azman Air,JOS,LOS,17,250,10,1
Green Africa,YOLA,KAN,9,783,16,1
Green Africa,KAN,ABV,14,1162,30,0
Arik Air,ILR,LOK,12,1439,28,1
Air Peace,KAN,PHC,10,1414,26,0
Overland Airways,BEN,PHC,1,869,3,0
United Nigeria,BEN,YOLA,7,289,24,0
Air Peace,BAK,YOLA,17,815,19,1
United Nigeria,JOS,LOS,2,762,20,0
Azman Air,YOLA,LOS,22,1477,21,0
Aero Contractors,BAK,YOLA,2,1330,7,0
Aero Contractors,YOLA,ILR,6,1034,8,1
Ibom Air,BEN,KAN,17,555,3,1
Max Air,BEN,BAK,20,816,7,1
Max Air,PHC,YOLA,20,966,27,1
Dana Air,LOK,PHC,8,503,10,0
Max Air,BAK,KAN,17,783,27,0
Arik Air,BEN,ILR,0,1340,19,1
Aero Contractors,LOK,LOS,3,566,25,0
Azman Air,ABV,BEN,3,658,15,0
United Nigeria,ILR,LOK,16,319,26,1
Ibom Air,JOS,PHC,22,1436,15,1
Max Air,BEN,ABV,1,1406,5,0
Azman Air,YOLA,LOS,12,563,3,1
Ibom Air,JOS,BEN,8,683,29,0
Azman Air,LOK,PHC,6,1051,4,0
Max Air,JOS,LOK,11,1149,15,1
Azman Air,KAN,LOS,11,445,16,1
Max Air,PHC,ILR,13,963,5,1
Dana Air,LOK,ABV,22,1448,21,1
Dana Air,ABV,JOS,14,1380,8,1
Azman Air,BEN,BAK,0,830,10,1
Dana Air,LOK,KAN,8,564,22,0
United Nigeria,LOS,YOLA,15,1101,21,0
United Nigeria,KAN,ILR,8,385,2,0
Dana Air,ABV,LOK,15,1408,14,0
Dana Air,YOLA,JOS,1,479,5,1
Overland Airways,LOS,LOK,9,941,7,1
Overland Airways,LOK,ABV,17,1488,11,0
Max Air,PHC,ILR,12,551,3,0
Green Africa,JOS,ABV,12,281,12,0
Green Africa,LOK,PHC,23,1404,14,1
Dana Air,ABV,PHC,2,395,23,0
Ibom Air,LOK,BAK,14,259,29,0
Dana Air,PHC,KAN,2,350,1,1
Overland Airways,ILR,BEN,22,1284,29,1
Max Air,JOS,YOLA,9,627,22,0
Dana Air,BEN,LOS,5,1150,16,1
Aero Contractors,LOK,JOS,22,530,15,0
Ibom Air,PHC,YOLA,21,1262,1,0
Aero Contractors,LOS,BAK,13,1476,31,1
Max Air,LOS,ILR,8,1089,23,1
Max Air,ABV,BEN,17,1154,22,0
United Nigeria,JOS,LOK,7,1456,13,1
Air Peace,LOS,KAN,5,553,26,1
Aero Contractors,BEN,YOLA,14,1100,27,1
United Nigeria,ILR,YOLA,13,1393,15,0
Overland Airways,ILR,KAN,14,416,31,1
Arik Air,ABV,YOLA,19,547,17,1
Ibom Air,LOK,JOS,5,610,9,0
Arik Air,LOS,BEN,21,930,5,0
Azman Air,PHC,ABV,11,1097,27,0
Overland Airways,YOLA,ILR,9,1114,23,0
Overland Airways,ILR,KAN,18,442,12,0
Arik Air,BAK,KAN,7,207,17,1
Aero Contractors,ABV,LOK,4,822,11,1
Air Peace,LOK,BAK,9,1123,11,0
Aero Contractors,KAN,BAK,10,779,24,1
Arik Air,ABV,YOLA,19,365,8,1
Azman Air,PHC,KAN,13,1426,15,1
Green Africa,BAK,PHC,1,1375,2,0
Aero Contractors,ILR,LOK,16,857,22,0
Max Air,JOS,YOLA,14,714,10,0
United Nigeria,BAK,PHC,22,1474,21,0
Ibom Air,ILR,LOS,2,1300,31,0
Aero Contractors,KAN,BAK,2,931,22,1
Air Peace,KAN,BEN,2,1109,14,0
Air Peace,ILR,BAK,2,1451,5,0
Aero Contractors,JOS,ABV,17,317,27,1
Dana Air,ABV,LOK,5,1209,31,1
Overland Airways,JOS,LOK,13,1490,17,1
Aero Contractors,LOS,KAN,2,1458,18,0
Overland Airways,ILR,YOLA,0,1391,19,1
Green Africa,ILR,LOS,9,971,7,0
Arik Air,JOS,ABV,12,1129,26,1
Green Africa,BEN,YOLA,8,895,25,0
Aero Contractors,BEN,ABV,21,721,18,0
Air Peace,PHC,KAN,21,536,12,1
Dana Air,BEN,KAN,1,647,15,0
Azman Air,KAN,BAK,9,852,29,0
Overland Airways,LOS,ILR,11,1089,14,0
United Nigeria,ILR,BAK,18,803,10,1
Overland Airways,BAK,LOK,2,1320,17,0
Max Air,KAN,LOK,18,852,31,1
Ibom Air,PHC,LOS,0,958,1,0
Aero Contractors,YOLA,BEN,14,1479,4,0
Green Africa,LOS,PHC,22,641,9,0
United Nigeria,BEN,PHC,12,608,4,1
Air Peace,LOK,YOLA,6,1009,19,1
Air Peace,ABV,KAN,1,284,26,0
Air Peace,BAK,JOS,21,1152,24,0
Azman Air,ILR,KAN,19,896,25,0
Max Air,YOLA,JOS,10,297,5,1
Air Peace,ABV,KAN,22,741,18,0
Air Peace,JOS,PHC,15,390,15,1
Aero Contractors,JOS,BEN,13,1167,20,1
Max Air,LOS,BEN,22,1424,26,1
Dana Air,LOS,BAK,14,457,8,0
Dana Air,LOS,BAK,19,354,2,0
Max Air,KAN,LOS,18,1143,25,0
Ibom Air,KAN,JOS,6,427,13,1
United Nigeria,LOS,JOS,3,840,13,0
Aero Contractors,PHC,KAN,22,564,28,0
Arik Air,LOS,ILR,9,223,14,0
Dana Air,ILR,BAK,2,662,15,0
Max Air,BAK,PHC,20,680,29,0
United Nigeria,ILR,LOK,0,1312,21,1
Max Air,LOK,YOLA,5,243,12,0
Overland Airways,JOS,ILR,4,1260,31,1
United Nigeria,LOS,KAN,22,660,23,0
Dana Air,BEN,KAN,14,1392,5,1
Air Peace,ABV,YOLA,10,269,3,1
Max Air,LOS,JOS,19,412,18,0
Dana Air,LOK,JOS,5,271,14,1
Green Africa,LOS,JOS,4,1027,2,0
Arik Air,ABV,LOK,1,379,18,0
Ibom Air,ABV,LOK,16,407,13,0
Azman Air,KAN,BEN,23,376,2,0
Dana Air,PHC,ABV,11,906,12,1
Air Peace,PHC,ABV,11,1083,27,0
Overland Airways,BEN,JOS,13,1377,8,0
United Nigeria,PHC,YOLA,6,353,29,0
Max Air,LOK,JOS,21,229,5,1
United Nigeria,BEN,PHC,13,1250,29,0
United Nigeria,KAN,LOS,6,1175,25,0
Dana Air,PHC,YOLA,8,1463,11,1
Overland Airways,KAN,ABV,13,843,13,0
Max Air,ABV,ILR,20,890,31,1
Max Air,LOS,BEN,16,297,28,1
United Nigeria,PHC,BEN,16,525,21,0
Ibom Air,ABV,BAK,20,436,17,0
Azman Air,LOS,JOS,12,337,24,1
Overland Airways,LOS,YOLA,17,829,16,1
Ibom Air,ABV,PHC,18,817,19,0
Aero Contractors,BEN,BAK,5,589,27,1
Arik Air,ILR,KAN,11,559,26,0
United Nigeria,JOS,BAK,5,781,15,0
Max Air,YOLA,KAN,2,406,18,1
Dana Air,LOS,ABV,14,800,29,0
Max Air,BAK,PHC,2,1178,6,1
Max Air,BEN,KAN,22,714,4,0
Air Peace,LOS,LOK,14,1009,4,1
Max Air,LOK,PHC,0,637,30,0
Arik Air,BAK,JOS,20,1454,13,0
Aero Contractors,JOS,BAK,4,829,10,0
Max Air,LOK,ABV,13,594,14,0
Max Air,ABV,KAN,3,313,28,0
Air Peace,BEN,JOS,21,1425,8,0
Overland Airways,KAN,LOS,8,662,3,1
Dana Air,BEN,LOS,17,741,9,0
Overland Airways,BAK,KAN,9,446,29,0
Dana Air,ILR,ABV,7,1469,1,1
Azman Air,KAN,LOS,12,1407,15,1
Air Peace,JOS,ABV,19,744,28,0
Green Africa,ABV,KAN,19,822,30,1
United Nigeria,YOLA,PHC,6,917,7,0
Aero Contractors,BEN,ABV,10,977,15,0
Ibom Air,ABV,JOS,4,1220,7,0
Aero Contractors,BAK,PHC,17,689,13,0
Ibom Air,KAN,ILR,7,414,12,0
Azman Air,LOK,BAK,9,1326,18,1
Overland Airways,LOS,BEN,1,789,7,0
Max Air,BAK,PHC,22,251,15,0
Green Africa,LOS,BEN,4,496,9,0
Ibom Air,BEN,BAK,15,374,6,0
United Nigeria,LOK,YOLA,9,1168,26,0
Ibom Air,JOS,ILR,10,542,27,0
Arik Air,ABV,JOS,18,799,26,0
Aero Contractors,KAN,ABV,15,370,9,0
Aero Contractors,KAN,BEN,1,1424,24,0
Azman Air,YOLA,BEN,10,1287,20,1
Air Peace,YOLA,BEN,21,654,30,0
Aero Contractors,ABV,KAN,0,926,16,1
United Nigeria,KAN,JOS,23,1086,16,0
Aero Contractors,KAN,BEN,4,1205,27,0
United Nigeria,ABV,BAK,13,349,23,0
Air Peace,PHC,BEN,17,835,13,1
Overland Airways,BEN,LOS,6,1166,19,1
Dana Air,JOS,KAN,4,909,4,1
Max Air,YOLA,LOS,7,477,19,0
Ibom Air,PHC,YOLA,20,234,22,0
Arik Air,LOK,LOS,4,1256,13,0
Overland Airways,YOLA,JOS,12,914,1,0
Dana Air,BAK,KAN,18,453,13,0
Air Peace,YOLA,ABV,1,767,10,0
Dana Air,KAN,BAK,15,1456,7,1
Arik Air,KAN,BAK,1,1152,26,0
Green Africa,LOK,JOS,4,1193,14,1
Aero Contractors,ILR,BEN,14,815,8,1
Arik Air,ABV,LOK,0,1065,19,1
Air Peace,ILR,ABV,18,295,25,1
Aero Contractors,PHC,KAN,2,542,18,0
Dana Air,KAN,BEN,14,392,26,0
Max Air,LOS,YOLA,2,710,27,1
Dana Air,ILR,ABV,7,1348,26,0
Aero Contractors,YOLA,LOK,14,1304,9,1
Dana Air,ABV,ILR,5,529,21,0
Aero Contractors,LOK,YOLA,21,282,22,0
Arik Air,YOLA,LOK,16,1104,14,1
Azman Air,ABV,LOS,15,825,2,0
Dana Air,ABV,ILR,12,726,5,0
Arik Air,KAN,YOLA,0,1336,22,1
Overland Airways,PHC,BAK,23,1089,14,0
Max Air,JOS,ILR,5,961,4,1
Air Peace,LOK,LOS,19,1223,24,0
United Nigeria,BAK,LOS,14,1408,1,0
Ibom Air,ILR,ABV,14,1261,2,0
Azman Air,BEN,ABV,10,922,13,0
United Nigeria,ABV,LOK,21,1103,27,0
Aero Contractors,PHC,BAK,5,333,20,1
Max Air,JOS,YOLA,5,1325,17,1
Azman Air,KAN,ILR,8,1372,25,1
Azman Air,ABV,BEN,13,292,13,0
Aero Contractors,ABV,ILR,10,1001,17,0
Green Africa,YOLA,BAK,23,1363,5,1
Air Peace,JOS,ILR,5,1063,24,1
Overland Airways,LOK,ABV,17,973,25,0
Green Africa,KAN,ILR,19,743,25,0
Aero Contractors,ABV,PHC,14,387,8,0
Green Africa,ILR,PHC,21,335,22,0
Overland Airways,KAN,ILR,8,365,22,1
Aero Contractors,ILR,LOK,10,1190,29,0
Aero Contractors,BEN,JOS,1,1370,12,0
Green Africa,BEN,ILR,22,1406,18,1
Arik Air,ABV,JOS,13,1232,16,0
Dana Air,YOLA,KAN,13,1379,19,1
Aero Contractors,LOK,ABV,23,1029,22,1
Green Africa,YOLA,BEN,12,887,8,0
Ibom Air,PHC,ABV,4,313,7,0
Max Air,BAK,KAN,8,366,24,0
Ibom Air,JOS,ABV,10,687,21,0
Green Africa,PHC,BEN,6,636,9,0
Air Peace,BEN,YOLA,1,422,22,0
Air Peace,ILR,LOS,23,390,12,0
Green Africa,BEN,JOS,11,775,14,1
Azman Air,LOK,ABV,4,993,10,0
Azman Air,LOK,BEN,23,372,16,0
Aero Contractors,BEN,JOS,1,1480,29,1
Overland Airways,ABV,BEN,13,649,2,0
Dana Air,BEN,PHC,6,276,6,1
Aero Contractors,LOK,YOLA,4,814,11,0
Ibom Air,LOK,LOS,3,425,4,1
Dana Air,KAN,LOS,9,1449,5,1
Ibom Air,LOS,JOS,15,938,5,1
Azman Air,YOLA,LOK,5,1140,17,0
Green Africa,PHC,BAK,20,275,26,0
Overland Airways,BEN,BAK,5,1256,5,0
Ibom Air,KAN,PHC,8,268,26,0
Azman Air,ABV,JOS,0,614,11,0
Overland Airways,LOK,JOS,15,930,9,1
Aero Contractors,BEN,LOS,16,561,15,0
Green Africa,LOK,BAK,12,1069,24,0
Max Air,ILR,LOK,5,1343,24,0
Air Peace,KAN,ABV,1,1271,3,1
United Nigeria,BEN,ABV,7,267,16,1
Overland Airways,ILR,ABV,22,1308,9,0
Max Air,BAK,BEN,21,1135,25,0
Max Air,KAN,LOK,3,576,26,1
Overland Airways,BEN,KAN,8,475,31,0
Max Air,BEN,KAN,22,967,23,1
Ibom Air,JOS,ILR,6,1149,6,1
Max Air,KAN,BAK,20,404,9,0
Azman Air,KAN,ILR,0,944,27,1
Ibom Air,BEN,BAK,1,1110,19,1
Max Air,YOLA,KAN,7,1302,31,1
Aero Contractors,YOLA,JOS,10,524,6,0
Air Peace,YOLA,BAK,4,577,11,0
Green Africa,BAK,PHC,17,1016,2,0
Max Air,BEN,PHC,11,880,18,0
Arik Air,BEN,LOK,20,870,28,0
Aero Contractors,JOS,KAN,19,1217,24,1
Max Air,LOK,LOS,4,1084,21,0
Azman Air,JOS,LOS,6,1238,4,0
Max Air,ILR,PHC,1,1416,24,0
United Nigeria,BEN,LOK,16,1456,28,0
Dana Air,PHC,ILR,12,1486,25,0
Dana Air,BAK,ABV,4,253,17,0
United Nigeria,BAK,YOLA,22,203,13,0
Green Africa,BEN,ILR,12,456,20,1
Ibom Air,ILR,KAN,7,1033,26,1
Dana Air,PHC,JOS,10,1463,19,0
United Nigeria,ABV,PHC,7,681,4,0
Dana Air,YOLA,ABV,9,660,25,0
Overland Airways,LOK,ILR,10,1048,13,0
Aero Contractors,BEN,YOLA,0,1361,1,0
Green Africa,LOS,JOS,6,672,31,1
Aero Contractors,PHC,BAK,7,392,2,0
Max Air,PHC,ILR,5,506,7,0
Dana Air,KAN,LOS,13,958,30,0
Max Air,BAK,LOS,19,1105,25,1
Arik Air,YOLA,BEN,6,420,23,0
Dana Air,BEN,ILR,2,371,30,1
United Nigeria,LOS,LOK,1,1383,17,0
Green Africa,YOLA,LOK,21,371,29,0
Max Air,ILR,ABV,17,1286,7,1
Dana Air,LOS,PHC,21,1288,22,0
Arik Air,JOS,KAN,2,1392,13,0
Aero Contractors,JOS,ABV,13,280,17,0
United Nigeria,PHC,BAK,17,958,1,0
Dana Air,JOS,BEN,7,272,2,1
Overland Airways,PHC,LOK,3,531,6,0
Air Peace,BAK,ILR,14,1411,12,0
Dana Air,PHC,YOLA,13,427,20,0
Azman Air,BEN,KAN,19,1341,20,1
Arik Air,ILR,JOS,6,1331,22,1
Max Air,KAN,LOS,23,441,9,1
Azman Air,YOLA,LOS,11,702,17,0
Air Peace,PHC,BEN,8,1279,30,1
Green Africa,PHC,BAK,9,1372,18,0
Aero Contractors,BEN,ILR,7,751,8,0
United Nigeria,JOS,ABV,19,1123,8,0
Overland Airways,JOS,PHC,1,320,27,0
Air Peace,PHC,JOS,15,225,11,1
Max Air,JOS,BEN,20,1335,22,1
United Nigeria,JOS,PHC,22,710,22,0
Aero Contractors,PHC,YOLA,17,1080,28,1
Max Air,BAK,YOLA,19,222,8,0
Arik Air,BAK,BEN,21,1487,18,0
Overland Airways,ABV,BEN,23,315,18,0
Azman Air,BAK,YOLA,9,679,13,1
Air Peace,ILR,YOLA,5,430,15,1
Dana Air,LOK,ABV,21,900,22,0
United Nigeria,YOLA,PHC,19,691,31,1
Dana Air,LOK,ABV,12,968,6,1
Azman Air,JOS,LOS,18,1343,30,0
United Nigeria,JOS,ILR,1,1187,13,1
Overland Airways,PHC,KAN,17,1089,27,0
Max Air,PHC,BEN,6,1375,2,0
Overland Airways,YOLA,BAK,13,797,23,1
Dana Air,KAN,LOK,21,1056,19,1
Green Africa,KAN,ABV,14,1038,17,1
United Nigeria,KAN,BAK,7,1469,1,1
Max Air,BAK,ILR,8,1117,14,0
Aero Contractors,ILR,KAN,20,1139,16,0
Arik Air,JOS,BAK,10,1004,15,0
Overland Airways,PHC,BAK,2,361,9,1
United Nigeria,LOS,JOS,13,1408,8,1
Green Africa,LOS,KAN,7,1152,15,1
Dana Air,KAN,LOK,2,475,10,1
Dana Air,YOLA,PHC,17,1196,23,1
United Nigeria,KAN,ILR,22,728,29,0
Overland Airways,PHC,BEN,13,1483,2,1
Max Air,JOS,BEN,19,1158,18,1
Arik Air,JOS,PHC,7,1468,20,0
United Nigeria,YOLA,ILR,16,249,2,0
Max Air,ILR,PHC,7,1495,21,0
Max Air,BAK,ABV,4,1458,12,1
Aero Contractors,LOS,ILR,11,783,10,1
Azman Air,JOS,ILR,1,1113,12,0
Ibom Air,YOLA,BAK,16,676,7,1
Arik Air,LOS,KAN,12,687,2,0
Green Africa,BEN,BAK,13,760,1,0
Ibom Air,LOK,YOLA,8,1321,2,1
Aero Contractors,JOS,ILR,8,605,23,0
Arik Air,ILR,JOS,8,736,28,0
Dana Air,YOLA,BAK,19,454,21,0
Ibom Air,BAK,PHC,5,1159,17,0
Dana Air,ILR,YOLA,11,686,20,0
Green Africa,KAN,LOK,9,1417,8,0
Dana Air,JOS,YOLA,21,715,21,1
Arik Air,KAN,ILR,17,979,2,1
Overland Airways,BAK,KAN,6,235,9,0
Green Africa,KAN,ABV,12,215,17,1
Max Air,YOLA,ILR,0,1118,17,1
Air Peace,ILR,PHC,5,848,10,0
United Nigeria,LOS,BEN,20,272,5,0
Air Peace,BEN,ABV,7,1468,14,1
United Nigeria,ILR,LOS,8,939,14,0
Air Peace,BEN,ILR,6,1418,15,0
Green Africa,YOLA,PHC,9,957,25,1
Max Air,PHC,LOK,7,1105,22,1
Overland Airways,JOS,ILR,1,1218,31,0
Dana Air,BAK,ILR,17,1312,5,0
Aero Contractors,KAN,BAK,14,997,22,1
Air Peace,KAN,YOLA,23,1362,6,0
Overland Airways,BEN,JOS,5,1152,9,1
Overland Airways,BAK,ILR,23,683,29,1
Green Africa,ILR,PHC,13,586,31,0
Arik Air,JOS,YOLA,21,657,9,0
Arik Air,LOK,BEN,23,621,21,1
Air Peace,BEN,LOK,17,431,4,0
Aero Contractors,ILR,LOK,23,738,1,1
Air Peace,BAK,LOS,0,1361,23,0
United Nigeria,BAK,YOLA,22,354,23,0
Max Air,ABV,BEN,0,718,15,0
Aero Contractors,JOS,BAK,0,1315,1,1
Overland Airways,BEN,KAN,3,1314,8,0
United Nigeria,JOS,BAK,11,899,3,1
Air Peace,ABV,LOK,14,304,17,0
Arik Air,ABV,KAN,3,1011,29,0
Ibom Air,JOS,LOS,9,1165,23,0
Overland Airways,ILR,LOS,5,1213,28,0
Green Africa,LOK,LOS,9,739,5,0
Ibom Air,JOS,BAK,11,211,18,0
United Nigeria,LOS,LOK,14,861,30,0
Dana Air,KAN,ILR,15,737,17,0
Ibom Air,ABV,JOS,9,1437,15,1
Air Peace,PHC,ABV,21,513,20,1
Azman Air,PHC,ILR,22,1445,24,0
Arik Air,ILR,KAN,10,779,16,0
Azman Air,KAN,BEN,16,695,28,0
Max Air,ABV,BEN,13,822,7,0
Air Peace,PHC,KAN,15,329,15,0
Green Africa,PHC,YOLA,13,1382,23,0
Ibom Air,LOK,LOS,5,991,23,1
Max Air,JOS,ABV,9,288,28,1
Air Peace,YOLA,KAN,16,1167,31,0
Arik Air,YOLA,JOS,9,705,27,1
Max Air,LOS,ILR,20,1353,12,0
Aero Contractors,BAK,KAN,9,406,28,0
Ibom Air,JOS,YOLA,13,1282,10,1
Ibom Air,LOS,KAN,19,1319,19,0
Green Africa,BEN,KAN,16,1469,10,1
Dana Air,ABV,ILR,8,1368,29,1
Aero Contractors,YOLA,KAN,14,733,7,0
Ibom Air,ILR,YOLA,6,1083,24,0
Overland Airways,BEN,ILR,1,1150,23,1
Aero Contractors,KAN,PHC,3,484,22,0
Ibom Air,ABV,LOK,19,918,15,0
Azman Air,PHC,LOK,23,701,9,1
Aero Contractors,YOLA,LOS,17,457,29,1
Air Peace,JOS,ABV,10,1009,27,1
Aero Contractors,JOS,BEN,4,251,6,0
Green Africa,BEN,JOS,7,749,21,0
United Nigeria,BEN,YOLA,21,864,11,1
United Nigeria,BAK,LOK,19,1439,6,0
Air Peace,LOK,YOLA,1,854,20,1
Max Air,YOLA,ILR,4,1165,29,1
United Nigeria,LOS,PHC,2,1328,15,1
Arik Air,KAN,YOLA,11,721,13,0
Air Peace,YOLA,LOK,18,1168,6,0
Max Air,YOLA,BEN,6,1200,20,1
Arik Air,PHC,BAK,18,1087,21,1
Arik Air,YOLA,JOS,3,1337,15,1
Arik Air,BAK,JOS,22,944,29,1
Green Africa,ILR,LOK,18,1267,16,1
Green Africa,ILR,PHC,17,410,1,0
Air Peace,ABV,LOK,6,475,30,0
Arik Air,KAN,LOK,14,1330,6,0
Azman Air,ILR,KAN,20,678,16,1
Aero Contractors,KAN,BAK,0,404,22,0
Max Air,JOS,KAN,11,318,1,0
Green Africa,BAK,PHC,23,685,7,0
United Nigeria,PHC,BAK,18,308,28,0
Air Peace,PHC,LOK,22,653,10,0
Max Air,ILR,BEN,5,1462,21,0
Air Peace,BAK,PHC,12,1231,8,0
Azman Air,JOS,YOLA,5,711,30,0
Overland Airways,LOS,YOLA,12,1266,21,0
Overland Airways,BAK,YOLA,14,331,26,0
Overland Airways,PHC,BAK,7,593,18,0
Air Peace,ABV,LOK,12,397,4,0
United Nigeria,PHC,LOK,12,1344,20,1
Arik Air,JOS,BAK,19,419,16,0
Ibom Air,YOLA,KAN,19,1067,10,1
Max Air,LOK,YOLA,11,293,26,0
Azman Air,BAK,KAN,18,352,16,1
Arik Air,BAK,KAN,16,724,8,0
Max Air,LOS,ILR,14,966,1,0
United Nigeria,PHC,LOK,16,1381,23,0
Dana Air,LOS,ABV,5,1493,9,0
Azman Air,BAK,YOLA,23,1017,6,0
Air Peace,ILR,BEN,18,456,13,1
Azman Air,ILR,YOLA,11,900,13,1
Green Africa,BEN,JOS,3,714,18,1
Dana Air,KAN,JOS,20,1460,14,1
Max Air,ILR,PHC,22,644,2,0
Air Peace,PHC,YOLA,21,469,17,0
Azman Air,BEN,LOK,1,800,22,1
Max Air,PHC,ILR,6,836,16,1
Overland Airways,BAK,LOK,15,266,14,0
United Nigeria,ABV,BAK,23,974,13,1
United Nigeria,LOS,ILR,11,207,16,0
Azman Air,BAK,LOS,15,334,24,0
Arik Air,ABV,LOS,13,1015,31,1
Green Africa,JOS,PHC,0,1029,1,1
Arik Air,JOS,ILR,21,224,28,1
Green Africa,PHC,LOS,8,664,17,1
Air Peace,LOK,LOS,6,573,1,0
Ibom Air,LOK,BEN,4,395,10,0
Azman Air,ABV,JOS,9,903,5,0
Aero Contractors,ILR,ABV,9,601,7,1
Azman Air,PHC,KAN,17,321,4,0
Dana Air,ABV,YOLA,6,971,1,1
Overland Airways,PHC,LOS,17,758,1,0
Dana Air,ABV,KAN,12,1432,10,1
United Nigeria,JOS,KAN,10,1153,30,0
Green Africa,BEN,ILR,9,1107,3,0
Overland Airways,PHC,ILR,21,1262,5,0
United Nigeria,BEN,YOLA,8,818,13,1
Arik Air,LOK,BAK,13,1146,25,0
United Nigeria,YOLA,KAN,2,996,9,1
Arik Air,LOS,BAK,23,405,25,0
Arik Air,BAK,JOS,13,782,8,0
Overland Airways,LOS,PHC,20,896,30,1
Max Air,LOS,ABV,15,611,11,0
Dana Air,BAK,YOLA,22,407,25,0
United Nigeria,JOS,BEN,2,604,24,1
Max Air,LOK,LOS,1,1066,14,0
Dana Air,YOLA,BAK,23,470,8,0
United Nigeria,KAN,PHC,1,636,24,0
Green Africa,LOS,LOK,22,1057,24,0
Dana Air,ILR,BAK,17,544,21,0
Aero Contractors,LOS,KAN,6,348,10,0
Azman Air,KAN,BAK,16,827,3,0
Air Peace,PHC,BEN,5,386,4,0
Arik Air,LOK,JOS,9,219,25,0
Air Peace,BEN,LOS,6,572,23,0
Max Air,BEN,LOS,3,1178,12,0
Azman Air,KAN,LOK,10,266,9,0
Arik Air,LOS,ILR,15,1285,11,1
United Nigeria,BEN,KAN,16,985,11,1
Max Air,KAN,JOS,5,821,16,0
Overland Airways,JOS,LOK,18,375,27,1
Dana Air,JOS,BEN,21,1030,14,0
Overland Airways,LOS,ILR,20,490,7,1
Max Air,KAN,ILR,17,329,12,0
Aero Contractors,BEN,PHC,1,847,28,1
Air Peace,BEN,ABV,18,731,19,0
Dana Air,BEN,LOK,5,463,8,0
Air Peace,KAN,YOLA,11,1158,4,0
Arik Air,JOS,BEN,0,702,22,0
